,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,Unnamed: 7,Attendee,Notes,Season,Date_New
306,10:30p,Phoenix Suns,120,Los Angeles Clippers,121,OT,19060,,2015,2014-12-08
307,7:00p,Toronto Raptors,101,Cleveland Cavaliers,105,,20562,,2015,2014-12-09
308,7:30p,Portland Trail Blazers,98,Detroit Pistons,86,,12813,,2015,2014-12-09
309,8:00p,Dallas Mavericks,105,Memphis Grizzlies,114,,16512,,2015,2014-12-09
310,8:00p,New York Knicks,93,New Orleans Pelicans,104,,13789,,2015,2014-12-09
311,8:00p,Milwaukee Bucks,101,Oklahoma City Thunder,114,,18203,,2015,2014-12-09
312,9:00p,Miami Heat,103,Phoenix Suns,97,,14963,,2015,2014-12-09
313,9:00p,San Antonio Spurs,96,Utah Jazz,100,,18382,,2015,2014-12-09
314,10:30p,Sacramento Kings,95,Los Angeles Lakers,98,,18267,,2015,2014-12-09
315,7:00p,Boston Celtics,87,Charlotte Hornets,96,,15276,,2015,2014-12-10
316,7:00p,Los Angeles Clippers,103,Indiana Pacers,96,,16392,,2015,2014-12-10
317,7:00p,Washington Wizards,91,Orlando Magic,89,,16081,,2015,2014-12-10
318,7:30p,Philadelphia 76ers,79,Atlanta Hawks,95,,11733,,2015,2014-12-10
319,8:00p,Brooklyn Nets,80,Chicago Bulls,105,,11733,,2015,2014-12-10
320,8:00p,New Orleans Pelicans,107,Dallas Mavericks,112,,19988,,2015,2014-12-10
321,8:00p,Portland Trail Blazers,82,Minnesota Timberwolves,90,,10337,,2015,2014-12-10
322,8:30p,New York Knicks,95,San Antonio Spurs,109,,18581,,2015,2014-12-10
323,10:30p,Miami Heat,82,Denver Nuggets,102,,13433,,2015,2014-12-10
324,10:30p,Houston Rockets,93,Golden State Warriors,105,,19596,,2015,2014-12-10
325,8:00p,Cleveland Cavaliers,94,Oklahoma City Thunder,103,,18203,,2015,2014-12-11
326,10:30p,Houston Rockets,113,Sacramento Kings,109,OT,16676,,2015,2014-12-11
327,7:00p,Portland Trail Blazers,106,Chicago Bulls,115,,21725,,2015,2014-12-12
328,7:00p,Los Angeles Clippers,96,Washington Wizards,104,,17437,,2015,2014-12-12
329,7:30p,Orlando Magic,81,Atlanta Hawks,87,,13247,,2015,2014-12-12
330,7:30p,New York Knicks,101,Boston Celtics,95,,17989,,2015,2014-12-12
331,7:30p,Philadelphia 76ers,70,Brooklyn Nets,88,,16326,,2015,2014-12-12
332,7:30p,Indiana Pacers,94,Toronto Raptors,106,,19800,,2015,2014-12-12
333,8:00p,Charlotte Hornets,107,Memphis Grizzlies,113,2OT,15897,,2015,2014-12-12
334,8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,92,,13557,,2015,2014-12-12
335,8:00p,Cleveland Cavaliers,114,New Orleans Pelicans,119,,18069,,2015,2014-12-12
336,9:00p,Detroit Pistons,105,Phoenix Suns,103,,17007,,2015,2014-12-12
337,9:00p,Miami Heat,100,Utah Jazz,95,,19911,,2015,2014-12-12
338,9:30p,Los Angeles Lakers,112,San Antonio Spurs,110,OT,18581,,2015,2014-12-12
339,2:00p,Golden State Warriors,105,Dallas Mavericks,98,,20317,,2015,2014-12-13
340,7:00p,Brooklyn Nets,114,Charlotte Hornets,87,,17113,,2015,2014-12-13
341,7:00p,Portland Trail Blazers,95,Indiana Pacers,85,,17206,,2015,2014-12-13
342,7:00p,Atlanta Hawks,99,Orlando Magic,100,,15939,,2015,2014-12-13
343,7:30p,Los Angeles Clippers,106,Milwaukee Bucks,111,,16227,,2015,2014-12-13
344,7:30p,Memphis Grizzlies,120,Philadelphia 76ers,115,OT,13698,,2015,2014-12-13
345,8:00p,Denver Nuggets,96,Houston Rockets,108,,18136,,2015,2014-12-13
346,10:00p,Detroit Pistons,95,Sacramento Kings,90,,16242,,2015,2014-12-13
347,6:00p,Chicago Bulls,93,Miami Heat,75,,19600,,2015,2014-12-14
348,6:00p,Golden State Warriors,128,New Orleans Pelicans,122,OT,15037,,2015,2014-12-14
349,6:00p,Utah Jazz,84,Washington Wizards,93,,15220,,2015,2014-12-14
350,7:00p,Los Angeles Lakers,100,Minnesota Timberwolves,94,,15008,,2015,2014-12-14
351,7:00p,Phoenix Suns,88,Oklahoma City Thunder,112,,18203,,2015,2014-12-14
352,7:30p,Toronto Raptors,95,New York Knicks,90,OT,19812,,2015,2014-12-14
353,8:00p,San Antonio Spurs,99,Denver Nuggets,91,,16544,,2015,2014-12-14
354,7:00p,Charlotte Hornets,88,Cleveland Cavaliers,97,,20562,,2015,2014-12-15
355,7:00p,Los Angeles Lakers,91,Indiana Pacers,110,,15261,,2015,2014-12-15
356,7:00p,Boston Celtics,105,Philadelphia 76ers,87,,12903,,2015,2014-12-15
357,7:30p,Chicago Bulls,86,Atlanta Hawks,93,,16805,,2015,2014-12-15
358,7:30p,Orlando Magic,82,Toronto Raptors,95,,19800,,2015,2014-12-15
359,9:00p,Milwaukee Bucks,96,Phoenix Suns,94,,17327,,2015,2014-12-15
360,10:00p,San Antonio Spurs,95,Portland Trail Blazers,108,,19441,,2015,2014-12-15
361,10:30p,Detroit Pistons,91,Los Angeles Clippers,113,,19060,,2015,2014-12-15
362,7:00p,Minnesota Timberwolves,95,Washington Wizards,109,,15823,,2015,2014-12-16
363,7:30p,Miami Heat,95,Brooklyn Nets,91,,16827,,2015,2014-12-16
364,8:00p,Golden State Warriors,98,Memphis Grizzlies,105,,18119,,2015,2014-12-16
365,8:00p,Utah Jazz,111,New Orleans Pelicans,119,,13179,,2015,2014-12-16
366,8:00p,Dallas Mavericks,107,New York Knicks,87,,19812,,2015,2014-12-16
367,10:30p,Oklahoma City Thunder,104,Sacramento Kings,92,,17317,,2015,2014-12-16
368,7:00p,Phoenix Suns,111,Charlotte Hornets,106,,15459,,2015,2014-12-17
369,7:00p,Atlanta Hawks,127,Cleveland Cavaliers,98,,20562,,2015,2014-12-17
370,7:30p,Orlando Magic,92,Boston Celtics,109,,16764,,2015,2014-12-17
371,7:30p,Dallas Mavericks,117,Detroit Pistons,106,,12287,,2015,2014-12-17
372,7:30p,Utah Jazz,105,Miami Heat,87,,19633,,2015,2014-12-17
373,8:00p,Brooklyn Nets,89,Toronto Raptors,105,,19800,,2015,2014-12-17
374,8:30p,Memphis Grizzlies,117,San Antonio Spurs,116,3OT,18581,,2015,2014-12-17
375,10:00p,Milwaukee Bucks,97,Portland Trail Blazers,104,,19495,,2015,2014-12-17
376,10:30p,Houston Rockets,115,Denver Nuggets,111,OT,12107,,2015,2014-12-17
377,10:30p,Indiana Pacers,100,Los Angeles Clippers,102,,19060,,2015,2014-12-17
378,8:00p,New York Knicks,97,Chicago Bulls,103,,21875,,2015,2014-12-18
379,8:30p,New Orleans Pelicans,99,Houston Rockets,90,,18137,,2015,2014-12-18
380,10:00p,Milwaukee Bucks,108,Sacramento Kings,107,,15645,,2015,2014-12-18
381,10:30p,Oklahoma City Thunder,109,Golden State Warriors,114,,19596,,2015,2014-12-18
382,7:00p,Utah Jazz,101,Orlando Magic,94,,16032,,2015,2014-12-19
383,7:00p,Charlotte Hornets,109,Philadelphia 76ers,91,,13398,,2015,2014-12-19
384,7:30p,Minnesota Timberwolves,98,Boston Celtics,114,,17042,,2015,2014-12-19
385,7:30p,Brooklyn Nets,91,Cleveland Cavaliers,95,,20562,,2015,2014-12-19
386,7:30p,Toronto Raptors,110,Detroit Pistons,100,,16274,,2015,2014-12-19
387,7:30p,Washington Wizards,105,Miami Heat,103,,19600,,2015,2014-12-19
388,8:00p,Chicago Bulls,103,Memphis Grizzlies,97,,18119,,2015,2014-12-19
389,8:00p,Portland Trail Blazers,129,San Antonio Spurs,119,3OT,18581,,2015,2014-12-19
390,9:00p,Los Angeles Clippers,106,Denver Nuggets,109,,15030,,2015,2014-12-19
391,10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,103,,18997,,2015,2014-12-19
392,1:00p,Phoenix Suns,99,New York Knicks,90,,19812,,2015,2014-12-20
393,7:00p,Utah Jazz,86,Charlotte Hornets,104,,17384,,2015,2014-12-20
394,7:00p,Portland Trail Blazers,114,New Orleans Pelicans,88,,16079,,2015,2014-12-20
395,8:00p,Atlanta Hawks,104,Houston Rockets,97,,16998,,2015,2014-12-20
396,8:30p,San Antonio Spurs,93,Dallas Mavericks,99,,20504,,2015,2014-12-20
397,9:00p,Indiana Pacers,73,Denver Nuggets,76,,14125,,2015,2014-12-20
398,10:30p,Milwaukee Bucks,102,Los Angeles Clippers,106,,19060,,2015,2014-12-20
399,3:30p,New York Knicks,108,Toronto Raptors,118,,19800,,2015,2014-12-21
400,4:30p,Memphis Grizzlies,91,Cleveland Cavaliers,105,,20562,,2015,2014-12-21
401,6:00p,Detroit Pistons,105,Brooklyn Nets,110,,17732,,2015,2014-12-21
402,6:00p,Boston Celtics,84,Miami Heat,100,,19720,,2015,2014-12-21
403,6:00p,Philadelphia 76ers,96,Orlando Magic,88,,15682,,2015,2014-12-21
404,6:00p,Los Angeles Lakers,101,Sacramento Kings,108,,17317,,2015,2014-12-21
405,6:00p,Phoenix Suns,104,Washington Wizards,92,,18207,,2015,2014-12-21
406,7:00p,Indiana Pacers,100,Minnesota Timberwolves,96,,12687,,2015,2014-12-21
407,7:00p,New Orleans Pelicans,101,Oklahoma City Thunder,99,,18203,,2015,2014-12-21
408,7:00p,Denver Nuggets,82,Charlotte Hornets,110,,16913,,2015,2014-12-22
409,8:00p,Toronto Raptors,120,Chicago Bulls,129,,21846,,2015,2014-12-22
410,8:00p,Portland Trail Blazers,95,Houston Rockets,110,,18316,,2015,2014-12-22
411,8:00p,Utah Jazz,97,Memphis Grizzlies,91,,16991,,2015,2014-12-22
412,8:30p,Atlanta Hawks,105,Dallas Mavericks,102,,20339,,2015,2014-12-22
413,8:30p,Los Angeles Clippers,118,San Antonio Spurs,125,,18581,,2015,2014-12-22
414,10:30p,Sacramento Kings,108,Golden State Warriors,128,,19596,,2015,2014-12-22
415,7:00p,Minnesota Timberwolves,104,Cleveland Cavaliers,125,,20562,,2015,2014-12-23
416,7:00p,New Orleans Pelicans,84,Indiana Pacers,96,,17336,,2015,2014-12-23
417,7:00p,Boston Celtics,95,Orlando Magic,100,,17489,,2015,2014-12-23
418,7:00p,Chicago Bulls,99,Washington Wizards,91,,20356,,2015,2014-12-23
419,7:30p,Los Angeles Clippers,104,Atlanta Hawks,107,,19191,,2015,2014-12-23
420,7:30p,Denver Nuggets,96,Brooklyn Nets,102,,17080,,2015,2014-12-23
421,7:30p,Philadelphia 76ers,91,Miami Heat,87,,19600,,2015,2014-12-23
422,8:00p,Charlotte Hornets,108,Milwaukee Bucks,101,,14653,,2015,2014-12-23
423,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,111,OT,18203,,2015,2014-12-23
424,9:00p,Dallas Mavericks,115,Phoenix Suns,124,,18055,,2015,2014-12-23
425,10:30p,Golden State Warriors,105,Los Angeles Lakers,115,,18997,,2015,2014-12-23
426,12:00p,Washington Wizards,102,New York Knicks,91,,19812,,2015,2014-12-25
427,2:30p,Oklahoma City Thunder,114,San Antonio Spurs,106,,18581,,2015,2014-12-25
428,5:00p,Cleveland Cavaliers,91,Miami Heat,101,,19817,,2015,2014-12-25
429,8:00p,Los Angeles Lakers,93,Chicago Bulls,113,,22865,,2015,2014-12-25
430,10:30p,Golden State Warriors,86,Los Angeles Clippers,100,,19540,,2015,2014-12-25
431,1:00p,Brooklyn Nets,109,Boston Celtics,107,,18624,,2015,2014-12-26
432,7:00p,Cleveland Cavaliers,98,Orlando Magic,89,,18846,,2015,2014-12-26
433,7:30p,Milwaukee Bucks,107,Atlanta Hawks,77,,19016,,2015,2014-12-26
434,7:30p,Indiana Pacers,109,Detroit Pistons,119,,13408,,2015,2014-12-26
435,8:00p,Houston Rockets,117,Memphis Grizzlies,111,OT,18119,,2015,2014-12-26
436,8:00p,San Antonio Spurs,90,New Orleans Pelicans,97,,18376,,2015,2014-12-26
437,8:00p,Charlotte Hornets,75,Oklahoma City Thunder,98,,18203,,2015,2014-12-26
438,8:30p,Los Angeles Lakers,98,Dallas Mavericks,102,,20424,,2015,2014-12-26
439,9:00p,Minnesota Timberwolves,102,Denver Nuggets,106,,14516,,2015,2014-12-26
440,10:00p,Philadelphia 76ers,93,Portland Trail Blazers,114,,19972,,2015,2014-12-26
441,10:00p,Phoenix Suns,115,Sacramento Kings,106,,17317,,2015,2014-12-26
442,3:30p,Toronto Raptors,110,Los Angeles Clippers,98,,19335,,2015,2014-12-27
443,7:00p,Orlando Magic,102,Charlotte Hornets,94,,19085,,2015,2014-12-27
444,7:00p,Boston Celtics,88,Washington Wizards,101,,20356,,2015,2014-12-27
445,7:30p,Memphis Grizzlies,103,Miami Heat,95,,19744,,2015,2014-12-27
446,8:00p,Indiana Pacers,110,Brooklyn Nets,85,,17732,,2015,2014-12-27
447,8:00p,New Orleans Pelicans,100,Chicago Bulls,107,,21935,,2015,2014-12-27
448,8:30p,Atlanta Hawks,90,Milwaukee Bucks,85,,16788,,2015,2014-12-27
449,9:00p,Philadelphia 76ers,71,Utah Jazz,88,,18890,,2015,2014-12-27
450,10:00p,New York Knicks,129,Sacramento Kings,135,OT,17317,,2015,2014-12-27
451,10:30p,Minnesota Timberwolves,97,Golden State Warriors,110,,19596,,2015,2014-12-27
452,4:30p,Detroit Pistons,103,Cleveland Cavaliers,80,,20562,,2015,2014-12-28
453,7:00p,Houston Rockets,106,San Antonio Spurs,110,,18581,,2015,2014-12-28
454,7:30p,Oklahoma City Thunder,107,Dallas Mavericks,112,,20417,,2015,2014-12-28
455,9:00p,Toronto Raptors,116,Denver Nuggets,102,,14216,,2015,2014-12-28
456,9:00p,New York Knicks,79,Portland Trail Blazers,101,,19800,,2015,2014-12-28
457,9:30p,Phoenix Suns,116,Los Angeles Lakers,107,,18997,,2015,2014-12-28
458,7:00p,Milwaukee Bucks,104,Charlotte Hornets,94,OT,17430,,2015,2014-12-29
459,7:00p,Chicago Bulls,92,Indiana Pacers,90,,18165,,2015,2014-12-29
460,7:30p,Sacramento Kings,99,Brooklyn Nets,107,,17732,,2015,2014-12-29
461,7:30p,Orlando Magic,102,Miami Heat,101,,19887,,2015,2014-12-29
462,8:00p,Washington Wizards,104,Houston Rockets,103,,18322,,2015,2014-12-29
463,10:30p,Utah Jazz,97,Los Angeles Clippers,101,,19060,,2015,2014-12-29
464,7:00p,Detroit Pistons,109,Orlando Magic,86,,17414,,2015,2014-12-30
465,7:30p,Cleveland Cavaliers,101,Atlanta Hawks,109,,19215,,2015,2014-12-30
466,8:00p,Brooklyn Nets,96,Chicago Bulls,82,,22032,,2015,2014-12-30
467,8:00p,San Antonio Spurs,87,Memphis Grizzlies,95,,18119,,2015,2014-12-30
468,8:00p,Phoenix Suns,106,New Orleans Pelicans,110,,16364,,2015,2014-12-30
469,8:30p,Washington Wizards,87,Dallas Mavericks,114,,20397,,2015,2014-12-30
470,9:00p,Los Angeles Lakers,111,Denver Nuggets,103,,17248,,2015,2014-12-30
471,9:00p,Minnesota Timberwolves,94,Utah Jazz,100,,18947,,2015,2014-12-30
472,10:00p,Toronto Raptors,97,Portland Trail Blazers,102,OT,20053,,2015,2014-12-30
473,10:30p,Philadelphia 76ers,86,Golden State Warriors,126,,19596,,2015,2014-12-30
474,1:00p,Sacramento Kings,84,Boston Celtics,106,,18624,,2015,2014-12-31
475,3:00p,Miami Heat,95,Indiana Pacers,106,,18165,,2015,2014-12-31
476,6:00p,New York Knicks,78,Los Angeles Clippers,99,,19198,,2015,2014-12-31
477,7:00p,Milwaukee Bucks,96,Cleveland Cavaliers,80,,20562,,2015,2014-12-31
478,7:00p,Charlotte Hornets,83,Houston Rockets,102,,18276,,2015,2014-12-31
479,7:00p,New Orleans Pelicans,93,San Antonio Spurs,95,OT,18581,,2015,2014-12-31
480,8:00p,Phoenix Suns,134,Oklahoma City Thunder,137,OT,18203,,2015,2014-12-31
481,8:00p,Denver Nuggets,101,Chicago Bulls,106,,21794,,2015,2015-01-01
482,8:00p,Sacramento Kings,110,Minnesota Timberwolves,107,,13337,,2015,2015-01-01
483,7:00p,Cleveland Cavaliers,91,Charlotte Hornets,87,,19307,,2015,2015-01-02
484,7:00p,Brooklyn Nets,100,Orlando Magic,98,,17008,,2015,2015-01-02
485,7:30p,Dallas Mavericks,119,Boston Celtics,101,,18624,,2015,2015-01-02
486,7:30p,Detroit Pistons,97,New York Knicks,81,,19812,,2015,2015-01-02
487,8:00p,Houston Rockets,83,New Orleans Pelicans,111,,17705,,2015,2015-01-02
488,8:00p,Washington Wizards,102,Oklahoma City Thunder,109,,18203,,2015,2015-01-02
489,8:30p,Indiana Pacers,94,Milwaukee Bucks,91,,16238,,2015,2015-01-02
490,9:00p,Philadelphia 76ers,96,Phoenix Suns,112,,16514,,2015,2015-01-02
491,9:00p,Atlanta Hawks,98,Utah Jazz,92,,19029,,2015,2015-01-02
492,10:30p,Toronto Raptors,105,Golden State Warriors,126,,19596,,2015,2015-01-02
493,10:30p,Memphis Grizzlies,109,Los Angeles Lakers,106,,18997,,2015,2015-01-02
494,7:00p,Charlotte Hornets,98,Orlando Magic,90,,15274,,2015,2015-01-03
495,8:00p,Boston Celtics,104,Chicago Bulls,109,OT,21820,,2015,2015-01-03
496,8:00p,Miami Heat,79,Houston Rockets,115,,18338,,2015,2015-01-03
497,8:00p,Utah Jazz,101,Minnesota Timberwolves,89,,13702,,2015,2015-01-03
498,8:30p,Washington Wizards,92,San Antonio Spurs,101,,18581,,2015,2015-01-03
499,9:00p,Memphis Grizzlies,85,Denver Nuggets,114,,16350,,2015,2015-01-03
500,10:00p,Atlanta Hawks,115,Portland Trail Blazers,107,,19829,,2015,2015-01-03
501,10:30p,Philadelphia 76ers,91,Los Angeles Clippers,127,,19060,,2015,2015-01-03
502,1:00p,Dallas Mavericks,109,Cleveland Cavaliers,90,,20562,,2015,2015-01-04
503,6:00p,Sacramento Kings,95,Detroit Pistons,114,,12254,,2015,2015-01-04
504,6:00p,Brooklyn Nets,84,Miami Heat,88,,20181,,2015,2015-01-04
505,7:30p,Milwaukee Bucks,95,New York Knicks,82,,19812,,2015,2015-01-04
506,8:00p,Toronto Raptors,109,Phoenix Suns,125,,17166,,2015,2015-01-04
507,9:30p,Indiana Pacers,87,Los Angeles Lakers,88,,18997,,2015,2015-01-04
508,7:00p,Cleveland Cavaliers,92,Philadelphia 76ers,95,,17771,,2015,2015-01-05
509,7:30p,Charlotte Hornets,104,Boston Celtics,95,,16720,,2015,2015-01-05
510,7:30p,Dallas Mavericks,96,Brooklyn Nets,88,OT,17732,,2015,2015-01-05
511,8:00p,Houston Rockets,105,Chicago Bulls,114,,21510,,2015,2015-01-05
512,8:00p,New York Knicks,83,Memphis Grizzlies,105,,16888,,2015,2015-01-05
513,8:00p,Denver Nuggets,110,Minnesota Timberwolves,101,,10386,,2015,2015-01-05
514,8:00p,Washington Wizards,92,New Orleans Pelicans,85,,16182,,2015,2015-01-05
515,9:00p,Indiana Pacers,105,Utah Jazz,101,,17378,,2015,2015-01-05
516,10:00p,Los Angeles Lakers,94,Portland Trail Blazers,98,,19827,,2015,2015-01-05
517,10:30p,Oklahoma City Thunder,91,Golden State Warriors,117,,19596,,2015,2015-01-05
518,10:30p,Atlanta Hawks,107,Los Angeles Clippers,98,,19060,,2015,2015-01-05
519,8:00p,Phoenix Suns,102,Milwaukee Bucks,96,,12311,,2015,2015-01-06
520,8:30p,Detroit Pistons,105,San Antonio Spurs,104,,18581,,2015,2015-01-06
521,7:00p,New Orleans Pelicans,94,Charlotte Hornets,98,,15171,,2015,2015-01-07
522,7:00p,Houston Rockets,105,Cleveland Cavaliers,93,,20562,,2015,2015-01-07
523,7:00p,Milwaukee Bucks,97,Philadelphia 76ers,77,,10288,,2015,2015-01-07
524,7:00p,New York Knicks,91,Washington Wizards,101,,16902,,2015,2015-01-07
525,7:30p,Memphis Grizzlies,86,Atlanta Hawks,96,,17126,,2015,2015-01-07
526,7:30p,Boston Celtics,89,Brooklyn Nets,81,,16005,,2015,2015-01-07
527,8:00p,Utah Jazz,97,Chicago Bulls,77,,21379,,2015,2015-01-07
528,8:30p,Detroit Pistons,108,Dallas Mavericks,95,,20279,,2015,2015-01-07
529,9:00p,Orlando Magic,90,Denver Nuggets,93,,13513,,2015,2015-01-07
530,9:30p,Phoenix Suns,113,Minnesota Timberwolves,111,,10547,,2015,2015-01-07
531,10:00p,Oklahoma City Thunder,83,Sacramento Kings,104,,16037,,2015,2015-01-07
532,10:30p,Indiana Pacers,102,Golden State Warriors,117,,19596,,2015,2015-01-07
533,10:30p,Los Angeles Lakers,89,Los Angeles Clippers,114,,19487,,2015,2015-01-07
534,7:30p,Charlotte Hornets,103,Toronto Raptors,95,,19800,,2015,2015-01-08
535,8:00p,Houston Rockets,120,New York Knicks,96,,19812,,2015,2015-01-08
536,10:30p,Miami Heat,83,Portland Trail Blazers,99,,19441,,2015,2015-01-08
537,7:00p,Boston Celtics,103,Indiana Pacers,107,OT,18165,,2015,2015-01-09
538,7:30p,Philadelphia 76ers,90,Brooklyn Nets,88,,16172,,2015,2015-01-09
539,7:30p,Atlanta Hawks,106,Detroit Pistons,103,,18859,,2015,2015-01-09
540,8:00p,Memphis Grizzlies,95,New Orleans Pelicans,106,,17639,,2015,2015-01-09
541,8:00p,Utah Jazz,94,Oklahoma City Thunder,99,,18203,,2015,2015-01-09
542,8:00p,Chicago Bulls,86,Washington Wizards,102,,20356,,2015,2015-01-09
543,8:30p,Minnesota Timberwolves,84,Milwaukee Bucks,98,,15480,,2015,2015-01-09
544,8:30p,Phoenix Suns,95,San Antonio Spurs,100,,18581,,2015,2015-01-09
545,10:00p,Denver Nuggets,118,Sacramento Kings,108,,16029,,2015,2015-01-09
546,10:30p,Cleveland Cavaliers,94,Golden State Warriors,112,,19596,,2015,2015-01-09
547,10:30p,Orlando Magic,84,Los Angeles Lakers,101,,18997,,2015,2015-01-09
548,1:00p,Charlotte Hornets,110,New York Knicks,82,,19812,,2015,2015-01-10
549,3:30p,Dallas Mavericks,100,Los Angeles Clippers,120,,19060,,2015,2015-01-10
550,7:30p,Brooklyn Nets,93,Detroit Pistons,98,,19301,,2015,2015-01-10
551,7:30p,Indiana Pacers,92,Philadelphia 76ers,93,,17496,,2015,2015-01-10
552,7:30p,Boston Celtics,96,Toronto Raptors,109,,19800,,2015,2015-01-10
553,8:00p,Milwaukee Bucks,87,Chicago Bulls,95,,21781,,2015,2015-01-10
554,8:00p,Utah Jazz,82,Houston Rockets,97,,18235,,2015,2015-01-10
555,8:00p,San Antonio Spurs,108,Minnesota Timberwolves,93,,17871,,2015,2015-01-10
556,10:00p,Orlando Magic,92,Portland Trail Blazers,103,,19546,,2015,2015-01-10
557,3:00p,Washington Wizards,89,Atlanta Hawks,120,,18057,,2015,2015-01-11
558,3:30p,Miami Heat,104,Los Angeles Clippers,90,,19060,,2015,2015-01-11
559,6:00p,Phoenix Suns,110,Memphis Grizzlies,122,2OT,17212,,2015,2015-01-11
560,9:00p,Cleveland Cavaliers,84,Sacramento Kings,103,,16143,,2015,2015-01-11
561,9:30p,Portland Trail Blazers,106,Los Angeles Lakers,94,,18997,,2015,2015-01-11
562,7:30p,New Orleans Pelicans,100,Boston Celtics,108,,16905,,2015,2015-01-12
563,7:30p,Houston Rockets,113,Brooklyn Nets,99,,16115,,2015,2015-01-12
564,7:30p,Detroit Pistons,114,Toronto Raptors,111,,19800,,2015,2015-01-12
565,8:00p,Orlando Magic,121,Chicago Bulls,114,,21302,,2015,2015-01-12
566,7:00p,Minnesota Timberwolves,110,Indiana Pacers,101,,16781,,2015,2015-01-13
567,7:00p,Atlanta Hawks,105,Philadelphia 76ers,87,,10466,,2015,2015-01-13
568,7:00p,San Antonio Spurs,93,Washington Wizards,101,,18116,,2015,2015-01-13
569,9:00p,Cleveland Cavaliers,100,Phoenix Suns,107,,16819,,2015,2015-01-13
570,9:00p,Golden State Warriors,116,Utah Jazz,105,,19911,,2015,2015-01-13
571,10:00p,Dallas Mavericks,108,Sacramento Kings,104,OT,15747,,2015,2015-01-13
572,10:30p,Miami Heat,78,Los Angeles Lakers,75,,18997,,2015,2015-01-13
573,7:00p,San Antonio Spurs,98,Charlotte Hornets,93,,17309,,2015,2015-01-14
574,7:00p,Houston Rockets,113,Orlando Magic,120,,16828,,2015,2015-01-14
575,7:30p,Memphis Grizzlies,103,Brooklyn Nets,92,,16516,,2015,2015-01-14
576,7:30p,New Orleans Pelicans,105,Detroit Pistons,94,,12016,,2015,2015-01-14
577,7:30p,Philadelphia 76ers,84,Toronto Raptors,100,,19800,,2015,2015-01-14
578,8:00p,Atlanta Hawks,105,Boston Celtics,91,,16067,,2015,2015-01-14
579,8:00p,Washington Wizards,105,Chicago Bulls,99,,21498,,2015,2015-01-14
580,9:00p,Dallas Mavericks,107,Denver Nuggets,114,,14022,,2015,2015-01-14
581,10:30p,Miami Heat,89,Golden State Warriors,104,,19596,,2015,2015-01-14
582,10:30p,Los Angeles Clippers,100,Portland Trail Blazers,94,,19441,,2015,2015-01-14
583,3:00p,New York Knicks,79,Milwaukee Bucks,95,,18689,"at London, England",2015,2015-01-15
584,8:00p,Oklahoma City Thunder,101,Houston Rockets,112,,18315,,2015,2015-01-15
585,10:30p,Cleveland Cavaliers,109,Los Angeles Lakers,102,,18997,,2015,2015-01-15
586,7:00p,Detroit Pistons,98,Indiana Pacers,96,,17558,,2015,2015-01-16
587,7:00p,Memphis Grizzlies,106,Orlando Magic,96,,18141,,2015,2015-01-16
588,7:00p,New Orleans Pelicans,81,Philadelphia 76ers,96,,15672,,2015,2015-01-16
589,7:00p,Brooklyn Nets,102,Washington Wizards,80,,17788,,2015,2015-01-16
590,7:30p,Chicago Bulls,119,Boston Celtics,103,,18624,,2015,2015-01-16
591,7:30p,Atlanta Hawks,110,Toronto Raptors,89,,19800,,2015,2015-01-16
592,8:00p,Golden State Warriors,115,Oklahoma City Thunder,127,,18203,,2015,2015-01-16
593,8:30p,Denver Nuggets,89,Dallas Mavericks,97,,20337,,2015,2015-01-16
594,8:30p,Portland Trail Blazers,96,San Antonio Spurs,110,,18581,,2015,2015-01-16
595,9:00p,Minnesota Timberwolves,99,Phoenix Suns,110,,17441,,2015,2015-01-16
596,9:00p,Los Angeles Lakers,85,Utah Jazz,94,,19911,,2015,2015-01-16
