,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,Unnamed: 7,Attendee,Notes,Season,Date_New
1736,7:00p,Sacramento Kings,108,Indiana Pacers,106,,18165,,2016,2015-12-23
1737,7:00p,Houston Rockets,101,Orlando Magic,104,,17061,,2016,2015-12-23
1738,7:00p,Memphis Grizzlies,91,Washington Wizards,100,,15879,,2016,2015-12-23
1739,7:30p,Dallas Mavericks,119,Brooklyn Nets,118,OT,15994,,2016,2015-12-23
1740,8:00p,Detroit Pistons,100,Atlanta Hawks,107,,17575,,2016,2015-12-23
1741,8:00p,Philadelphia 76ers,100,Milwaukee Bucks,113,,15754,,2016,2015-12-23
1742,8:00p,San Antonio Spurs,108,Minnesota Timberwolves,83,,16788,,2016,2015-12-23
1743,8:00p,Portland Trail Blazers,89,New Orleans Pelicans,115,,16686,,2016,2015-12-23
1744,9:00p,Denver Nuggets,104,Phoenix Suns,96,,17034,,2016,2015-12-23
1745,10:30p,Utah Jazz,85,Golden State Warriors,103,,19596,,2016,2015-12-23
1746,10:30p,Oklahoma City Thunder,120,Los Angeles Lakers,85,,18997,,2016,2015-12-23
1747,12:00p,New Orleans Pelicans,88,Miami Heat,94,OT,19845,,2016,2015-12-25
1748,2:30p,Chicago Bulls,105,Oklahoma City Thunder,96,,18203,,2016,2015-12-25
1749,5:00p,Cleveland Cavaliers,83,Golden State Warriors,89,,19596,,2016,2015-12-25
1750,8:00p,San Antonio Spurs,84,Houston Rockets,88,,18319,,2016,2015-12-25
1751,10:30p,Los Angeles Clippers,94,Los Angeles Lakers,84,,18997,,2016,2015-12-25
1752,4:00p,Washington Wizards,111,Brooklyn Nets,96,,17732,,2016,2015-12-26
1753,5:00p,Toronto Raptors,111,Milwaukee Bucks,90,,16329,,2016,2015-12-26
1754,7:00p,Memphis Grizzlies,92,Charlotte Hornets,98,,19091,,2016,2015-12-26
1755,7:00p,Houston Rockets,108,New Orleans Pelicans,110,,18248,,2016,2015-12-26
1756,7:00p,Miami Heat,108,Orlando Magic,101,,18846,,2016,2015-12-26
1757,7:30p,New York Knicks,98,Atlanta Hawks,117,,19015,,2016,2015-12-26
1758,7:30p,Boston Celtics,99,Detroit Pistons,93,,18288,,2016,2015-12-26
1759,8:00p,Indiana Pacers,102,Minnesota Timberwolves,88,,15076,,2016,2015-12-26
1760,8:30p,Chicago Bulls,111,Dallas Mavericks,118,,20392,,2016,2015-12-26
1761,8:30p,Denver Nuggets,86,San Antonio Spurs,101,,18420,,2016,2015-12-26
1762,9:00p,Philadelphia 76ers,111,Phoenix Suns,104,,17548,,2016,2015-12-26
1763,9:00p,Los Angeles Clippers,109,Utah Jazz,104,,19911,,2016,2015-12-26
1764,10:00p,Cleveland Cavaliers,76,Portland Trail Blazers,105,,19393,,2016,2015-12-26
1765,6:00p,Los Angeles Lakers,96,Memphis Grizzlies,112,,18119,,2016,2015-12-27
1766,7:00p,New York Knicks,91,Boston Celtics,100,,18624,,2016,2015-12-27
1767,7:00p,Denver Nuggets,112,Oklahoma City Thunder,122,,18203,,2016,2015-12-27
1768,9:00p,Portland Trail Blazers,98,Sacramento Kings,94,,17317,,2016,2015-12-27
1769,7:00p,Los Angeles Lakers,98,Charlotte Hornets,108,,19632,,2016,2015-12-28
1770,7:00p,Atlanta Hawks,87,Indiana Pacers,93,,18165,,2016,2015-12-28
1771,7:00p,New Orleans Pelicans,89,Orlando Magic,104,,17606,,2016,2015-12-28
1772,7:00p,Los Angeles Clippers,108,Washington Wizards,91,,20356,,2016,2015-12-28
1773,7:30p,Brooklyn Nets,111,Miami Heat,105,,19975,,2016,2015-12-28
1774,8:00p,Toronto Raptors,97,Chicago Bulls,104,,21898,,2016,2015-12-28
1775,8:30p,Milwaukee Bucks,93,Dallas Mavericks,103,,20300,,2016,2015-12-28
1776,8:30p,Minnesota Timberwolves,95,San Antonio Spurs,101,,18493,,2016,2015-12-28
1777,9:00p,Cleveland Cavaliers,101,Phoenix Suns,97,,18319,,2016,2015-12-28
1778,9:00p,Philadelphia 76ers,91,Utah Jazz,95,,19911,,2016,2015-12-28
1779,10:30p,Sacramento Kings,103,Golden State Warriors,122,,19596,,2016,2015-12-28
1780,7:30p,Detroit Pistons,96,New York Knicks,108,,19812,,2016,2015-12-29
1781,8:00p,Atlanta Hawks,121,Houston Rockets,115,,18211,,2016,2015-12-29
1782,8:00p,Miami Heat,90,Memphis Grizzlies,99,OT,18119,,2016,2015-12-29
1783,8:00p,Milwaukee Bucks,123,Oklahoma City Thunder,131,,18203,,2016,2015-12-29
1784,9:00p,Cleveland Cavaliers,93,Denver Nuggets,87,,17523,,2016,2015-12-29
1785,7:00p,Los Angeles Clippers,122,Charlotte Hornets,117,,19145,,2016,2015-12-30
1786,7:00p,Brooklyn Nets,93,Orlando Magic,100,,18397,,2016,2015-12-30
1787,7:30p,Los Angeles Lakers,112,Boston Celtics,104,,18624,,2016,2015-12-30
1788,7:30p,Washington Wizards,91,Toronto Raptors,94,,19800,,2016,2015-12-30
1789,8:00p,Indiana Pacers,100,Chicago Bulls,102,OT,22206,,2016,2015-12-30
1790,8:00p,Utah Jazz,80,Minnesota Timberwolves,94,,14326,,2016,2015-12-30
1791,8:30p,Golden State Warriors,91,Dallas Mavericks,114,,20494,,2016,2015-12-30
1792,8:30p,Phoenix Suns,79,San Antonio Spurs,112,,18418,,2016,2015-12-30
1793,10:00p,Denver Nuggets,103,Portland Trail Blazers,110,,19393,,2016,2015-12-30
1794,10:00p,Philadelphia 76ers,110,Sacramento Kings,105,,17317,,2016,2015-12-30
1795,6:00p,Minnesota Timberwolves,90,Detroit Pistons,115,,15475,,2016,2015-12-31
1796,6:00p,Milwaukee Bucks,120,Indiana Pacers,116,,16348,,2016,2015-12-31
1797,7:00p,Golden State Warriors,114,Houston Rockets,110,,18313,,2016,2015-12-31
1798,8:00p,Los Angeles Clippers,95,New Orleans Pelicans,89,,16920,,2016,2015-12-31
1799,8:00p,Phoenix Suns,106,Oklahoma City Thunder,110,,18203,,2016,2015-12-31
1800,9:00p,Portland Trail Blazers,96,Utah Jazz,109,,19380,,2016,2015-12-31
1801,7:00p,Orlando Magic,91,Washington Wizards,103,,16986,,2016,2016-01-01
1802,7:30p,Dallas Mavericks,82,Miami Heat,106,,19748,,2016,2016-01-01
1803,7:30p,Charlotte Hornets,94,Toronto Raptors,104,,19800,,2016,2016-01-01
1804,8:00p,New York Knicks,81,Chicago Bulls,108,,22443,,2016,2016-01-01
1805,10:30p,Philadelphia 76ers,84,Los Angeles Lakers,93,,18997,,2016,2016-01-01
1806,3:00p,Brooklyn Nets,100,Boston Celtics,97,,18624,,2016,2016-01-02
1807,5:00p,Phoenix Suns,119,Sacramento Kings,142,,17317,,2016,2016-01-02
1808,7:00p,Oklahoma City Thunder,109,Charlotte Hornets,90,,19387,,2016,2016-01-02
1809,7:00p,Detroit Pistons,82,Indiana Pacers,94,,18165,,2016,2016-01-02
1810,7:30p,Orlando Magic,79,Cleveland Cavaliers,104,,20562,,2016,2016-01-02
1811,8:00p,Milwaukee Bucks,95,Minnesota Timberwolves,85,,14107,,2016,2016-01-02
1812,8:30p,New Orleans Pelicans,105,Dallas Mavericks,98,,20152,,2016,2016-01-02
1813,8:30p,Houston Rockets,103,San Antonio Spurs,121,,18652,,2016,2016-01-02
1814,9:00p,Memphis Grizzlies,87,Utah Jazz,92,OT,18455,,2016,2016-01-02
1815,10:30p,Denver Nuggets,108,Golden State Warriors,111,OT,19596,,2016,2016-01-02
1816,10:30p,Philadelphia 76ers,99,Los Angeles Clippers,130,,19212,,2016,2016-01-02
1817,3:30p,Atlanta Hawks,97,New York Knicks,111,,19812,,2016,2016-01-03
1818,3:30p,Chicago Bulls,115,Toronto Raptors,113,,19800,,2016,2016-01-03
1819,6:00p,Miami Heat,97,Washington Wizards,75,,17793,,2016,2016-01-03
1820,9:00p,Portland Trail Blazers,112,Denver Nuggets,106,,11883,,2016,2016-01-03
1821,9:30p,Phoenix Suns,77,Los Angeles Lakers,97,,18997,,2016,2016-01-03
1822,7:00p,Toronto Raptors,100,Cleveland Cavaliers,122,,20562,,2016,2016-01-04
1823,7:00p,Minnesota Timberwolves,99,Philadelphia 76ers,109,,14013,,2016,2016-01-04
1824,7:30p,Boston Celtics,103,Brooklyn Nets,94,,15448,,2016,2016-01-04
1825,7:30p,Orlando Magic,89,Detroit Pistons,115,,14301,,2016,2016-01-04
1826,7:30p,Indiana Pacers,100,Miami Heat,103,OT,19874,,2016,2016-01-04
1827,8:00p,San Antonio Spurs,123,Milwaukee Bucks,98,,14718,,2016,2016-01-04
1828,8:00p,Sacramento Kings,116,Oklahoma City Thunder,104,,18203,,2016,2016-01-04
1829,9:00p,Houston Rockets,93,Utah Jazz,91,,17912,,2016,2016-01-04
1830,10:00p,Memphis Grizzlies,91,Portland Trail Blazers,78,,18832,,2016,2016-01-04
1831,10:30p,Charlotte Hornets,101,Golden State Warriors,111,,19596,,2016,2016-01-04
1832,8:00p,New York Knicks,107,Atlanta Hawks,101,,15082,,2016,2016-01-05
1833,8:00p,Milwaukee Bucks,106,Chicago Bulls,117,,21686,,2016,2016-01-05
1834,8:30p,Sacramento Kings,116,Dallas Mavericks,117,2OT,20059,,2016,2016-01-05
1835,10:30p,Golden State Warriors,109,Los Angeles Lakers,88,,18997,,2016,2016-01-05
1836,7:00p,New York Knicks,98,Miami Heat,90,,19987,,2016,2016-01-06
1837,7:00p,Indiana Pacers,95,Orlando Magic,86,,18846,,2016,2016-01-06
1838,7:00p,Cleveland Cavaliers,121,Washington Wizards,115,,20356,,2016,2016-01-06
1839,7:30p,Detroit Pistons,99,Boston Celtics,94,,18624,,2016,2016-01-06
1840,7:30p,Toronto Raptors,91,Brooklyn Nets,74,,14544,,2016,2016-01-06
1841,8:00p,Denver Nuggets,78,Minnesota Timberwolves,74,,12059,,2016,2016-01-06
1842,8:00p,Dallas Mavericks,100,New Orleans Pelicans,91,,15255,,2016,2016-01-06
1843,8:30p,Utah Jazz,98,San Antonio Spurs,123,,18418,,2016,2016-01-06
1844,9:00p,Charlotte Hornets,102,Phoenix Suns,111,,16910,,2016,2016-01-06
1845,9:30p,Memphis Grizzlies,94,Oklahoma City Thunder,112,,18203,,2016,2016-01-06
1846,10:00p,Los Angeles Clippers,109,Portland Trail Blazers,98,,18598,,2016,2016-01-06
1847,7:00p,Atlanta Hawks,126,Philadelphia 76ers,98,,12611,,2016,2016-01-07
1848,8:00p,Boston Celtics,92,Chicago Bulls,101,,21497,,2016,2016-01-07
1849,8:00p,Utah Jazz,94,Houston Rockets,103,,18155,,2016,2016-01-07
1850,10:30p,Los Angeles Lakers,115,Sacramento Kings,118,,17386,,2016,2016-01-07
1851,7:00p,Toronto Raptors,97,Washington Wizards,88,,17064,,2016,2016-01-08
1852,7:30p,Orlando Magic,83,Brooklyn Nets,77,,13907,,2016,2016-01-08
1853,8:00p,Denver Nuggets,84,Memphis Grizzlies,91,,17499,,2016,2016-01-08
1854,8:00p,Dallas Mavericks,95,Milwaukee Bucks,96,,16409,,2016,2016-01-08
1855,8:00p,Cleveland Cavaliers,125,Minnesota Timberwolves,99,,16768,,2016,2016-01-08
1856,8:00p,Indiana Pacers,91,New Orleans Pelicans,86,,16895,,2016,2016-01-08
1857,8:30p,New York Knicks,99,San Antonio Spurs,100,,18420,,2016,2016-01-08
1858,9:30p,Miami Heat,103,Phoenix Suns,95,,16866,,2016,2016-01-08
1859,10:00p,Golden State Warriors,128,Portland Trail Blazers,108,,20035,,2016,2016-01-08
1860,10:30p,Oklahoma City Thunder,117,Los Angeles Lakers,113,,18997,,2016,2016-01-08
1861,3:30p,Charlotte Hornets,83,Los Angeles Clippers,97,,19060,,2016,2016-01-09
1862,5:00p,Chicago Bulls,105,Atlanta Hawks,120,,19010,,2016,2016-01-09
1863,7:00p,Washington Wizards,105,Orlando Magic,99,,18058,,2016,2016-01-09
1864,7:30p,Brooklyn Nets,89,Detroit Pistons,103,,16406,,2016,2016-01-09
1865,7:30p,Toronto Raptors,108,Philadelphia 76ers,95,,14100,,2016,2016-01-09
1866,9:00p,Miami Heat,83,Utah Jazz,98,,19911,,2016,2016-01-09
1867,10:00p,Golden State Warriors,128,Sacramento Kings,116,,17317,,2016,2016-01-09
1868,3:30p,New Orleans Pelicans,111,Los Angeles Clippers,114,OT,19060,,2016,2016-01-10
1869,5:00p,Dallas Mavericks,93,Minnesota Timberwolves,87,,14363,,2016,2016-01-10
1870,6:00p,Boston Celtics,98,Memphis Grizzlies,101,,17112,,2016,2016-01-10
1871,6:00p,Cleveland Cavaliers,95,Philadelphia 76ers,85,,19226,,2016,2016-01-10
1872,7:00p,Indiana Pacers,103,Houston Rockets,107,OT,18133,,2016,2016-01-10
1873,7:30p,Milwaukee Bucks,88,New York Knicks,100,,19812,,2016,2016-01-10
1874,8:00p,Charlotte Hornets,92,Denver Nuggets,95,,11343,,2016,2016-01-10
1875,9:00p,Oklahoma City Thunder,110,Portland Trail Blazers,115,,19393,,2016,2016-01-10
1876,9:30p,Utah Jazz,86,Los Angeles Lakers,74,,18997,,2016,2016-01-10
1877,7:30p,San Antonio Spurs,106,Brooklyn Nets,79,,15214,,2016,2016-01-11
1878,8:00p,Washington Wizards,114,Chicago Bulls,100,,21409,,2016,2016-01-11
1879,10:30p,Miami Heat,103,Golden State Warriors,111,,19596,,2016,2016-01-11
1880,7:00p,Phoenix Suns,97,Indiana Pacers,116,,15284,,2016,2016-01-12
1881,7:30p,San Antonio Spurs,109,Detroit Pistons,99,,14273,,2016,2016-01-12
1882,7:30p,Boston Celtics,114,New York Knicks,120,,19812,,2016,2016-01-12
1883,8:00p,Houston Rockets,107,Memphis Grizzlies,91,,16044,,2016,2016-01-12
1884,8:00p,Chicago Bulls,101,Milwaukee Bucks,106,,16867,,2016,2016-01-12
1885,8:00p,Oklahoma City Thunder,101,Minnesota Timberwolves,96,,14791,,2016,2016-01-12
1886,8:30p,Cleveland Cavaliers,110,Dallas Mavericks,107,OT,20347,,2016,2016-01-12
1887,10:30p,New Orleans Pelicans,91,Los Angeles Lakers,95,,18997,,2016,2016-01-12
1888,7:00p,Atlanta Hawks,84,Charlotte Hornets,107,,15334,,2016,2016-01-13
1889,7:00p,Milwaukee Bucks,101,Washington Wizards,106,,16248,,2016,2016-01-13
1890,7:30p,New York Knicks,104,Brooklyn Nets,110,,17732,,2016,2016-01-13
1891,8:00p,Indiana Pacers,94,Boston Celtics,103,,18624,,2016,2016-01-13
1892,8:00p,Minnesota Timberwolves,104,Houston Rockets,107,,17115,,2016,2016-01-13
1893,8:00p,Dallas Mavericks,89,Oklahoma City Thunder,108,,18203,,2016,2016-01-13
1894,9:00p,Golden State Warriors,110,Denver Nuggets,112,,18004,,2016,2016-01-13
1895,10:00p,Utah Jazz,85,Portland Trail Blazers,99,,19393,,2016,2016-01-13
1896,10:00p,New Orleans Pelicans,109,Sacramento Kings,97,,17317,,2016,2016-01-13
1897,10:30p,Miami Heat,90,Los Angeles Clippers,104,,19194,,2016,2016-01-13
1898,3:00p,Toronto Raptors,106,Orlando Magic,103,OT,18689,"at London, England",2016,2016-01-14
1899,7:00p,Chicago Bulls,115,Philadelphia 76ers,111,OT,14063,,2016,2016-01-14
1900,8:00p,Detroit Pistons,101,Memphis Grizzlies,103,,15977,,2016,2016-01-14
1901,8:00p,Cleveland Cavaliers,95,San Antonio Spurs,99,,18418,,2016,2016-01-14
1902,9:00p,Sacramento Kings,103,Utah Jazz,101,,17894,,2016,2016-01-14
1903,10:30p,Los Angeles Lakers,98,Golden State Warriors,116,,19596,,2016,2016-01-14
1904,7:00p,Washington Wizards,118,Indiana Pacers,104,,18165,,2016,2016-01-15
1905,7:00p,Minnesota Timberwolves,93,Oklahoma City Thunder,113,,18203,,2016,2016-01-15
1906,7:30p,Phoenix Suns,103,Boston Celtics,117,,18624,,2016,2016-01-15
1907,7:30p,Portland Trail Blazers,116,Brooklyn Nets,104,,14749,,2016,2016-01-15
1908,8:00p,Dallas Mavericks,83,Chicago Bulls,77,,22056,,2016,2016-01-15
1909,8:00p,Atlanta Hawks,101,Milwaukee Bucks,108,OT,15144,,2016,2016-01-15
1910,8:00p,Charlotte Hornets,107,New Orleans Pelicans,109,,16876,,2016,2016-01-15
1911,9:00p,Miami Heat,98,Denver Nuggets,95,,15406,,2016,2016-01-15
1912,9:30p,Cleveland Cavaliers,91,Houston Rockets,77,,18320,,2016,2016-01-15
1913,7:00p,Milwaukee Bucks,105,Charlotte Hornets,92,,18288,,2016,2016-01-16
1914,7:30p,Brooklyn Nets,86,Atlanta Hawks,114,,17052,,2016,2016-01-16
1915,7:30p,Golden State Warriors,95,Detroit Pistons,113,,21584,,2016,2016-01-16
1916,7:30p,Portland Trail Blazers,89,Philadelphia 76ers,114,,15698,,2016,2016-01-16
1917,7:30p,Boston Celtics,119,Washington Wizards,117,,20356,,2016,2016-01-16
1918,8:00p,New York Knicks,95,Memphis Grizzlies,103,,18119,,2016,2016-01-16
1919,9:00p,Los Angeles Lakers,82,Utah Jazz,109,,19911,,2016,2016-01-16
1920,10:30p,Sacramento Kings,110,Los Angeles Clippers,103,,19191,,2016,2016-01-16
1921,3:30p,Phoenix Suns,87,Minnesota Timberwolves,117,,14330,,2016,2016-01-17
1922,7:00p,Miami Heat,74,Oklahoma City Thunder,99,,18203,,2016,2016-01-17
1923,7:00p,Dallas Mavericks,83,San Antonio Spurs,112,,18418,,2016,2016-01-17
1924,8:00p,Indiana Pacers,126,Denver Nuggets,129,,11104,,2016,2016-01-17
1925,9:30p,Houston Rockets,112,Los Angeles Lakers,95,,18997,,2016,2016-01-17
1926,1:00p,Philadelphia 76ers,113,New York Knicks,119,2OT,19812,,2016,2016-01-18
1927,2:00p,Utah Jazz,119,Charlotte Hornets,124,2OT,17459,,2016,2016-01-18
1928,2:00p,Portland Trail Blazers,108,Washington Wizards,98,,17236,,2016,2016-01-18
1929,2:30p,New Orleans Pelicans,99,Memphis Grizzlies,101,,18119,,2016,2016-01-18
1930,3:30p,Chicago Bulls,111,Detroit Pistons,101,,18935,,2016,2016-01-18
1931,5:00p,Orlando Magic,81,Atlanta Hawks,98,,17460,,2016,2016-01-18
1932,7:30p,Brooklyn Nets,100,Toronto Raptors,112,,19800,,2016,2016-01-18
1933,8:00p,Golden State Warriors,132,Cleveland Cavaliers,98,,20562,,2016,2016-01-18
1934,8:30p,Boston Celtics,113,Dallas Mavericks,118,OT,19866,,2016,2016-01-18
1935,10:30p,Houston Rockets,132,Los Angeles Clippers,140,OT,19060,,2016,2016-01-18
1936,7:30p,Milwaukee Bucks,91,Miami Heat,79,,19886,,2016,2016-01-19
1937,8:00p,Minnesota Timberwolves,99,New Orleans Pelicans,114,,14255,,2016,2016-01-19
1938,9:00p,Oklahoma City Thunder,110,Denver Nuggets,104,,12844,,2016,2016-01-19
1939,9:00p,Indiana Pacers,97,Phoenix Suns,94,,16802,,2016,2016-01-19
1940,7:00p,Philadelphia 76ers,96,Orlando Magic,87,,17746,,2016,2016-01-20
1941,7:00p,Miami Heat,87,Washington Wizards,106,,17008,,2016,2016-01-20
1942,7:30p,Cleveland Cavaliers,91,Brooklyn Nets,78,,17732,,2016,2016-01-20
1943,7:30p,Utah Jazz,111,New York Knicks,118,OT,19812,,2016,2016-01-20
1944,7:30p,Boston Celtics,109,Toronto Raptors,115,,19800,,2016,2016-01-20
1945,8:00p,Golden State Warriors,125,Chicago Bulls,94,,23152,,2016,2016-01-20
1946,8:00p,Detroit Pistons,123,Houston Rockets,114,,17203,,2016,2016-01-20
1947,8:00p,Charlotte Hornets,95,Oklahoma City Thunder,109,,18203,,2016,2016-01-20
1948,8:30p,Minnesota Timberwolves,94,Dallas Mavericks,106,OT,19621,,2016,2016-01-20
1949,10:30p,Sacramento Kings,112,Los Angeles Lakers,93,,18997,,2016,2016-01-20
1950,10:30p,Atlanta Hawks,104,Portland Trail Blazers,98,,18783,,2016,2016-01-20
1951,8:00p,Los Angeles Clippers,102,Cleveland Cavaliers,115,,20562,,2016,2016-01-21
1952,8:00p,Detroit Pistons,99,New Orleans Pelicans,115,,15281,,2016,2016-01-21
1953,9:00p,Memphis Grizzlies,102,Denver Nuggets,101,,16140,,2016,2016-01-21
1954,10:00p,Atlanta Hawks,88,Sacramento Kings,91,,17019,,2016,2016-01-21
1955,10:30p,San Antonio Spurs,117,Phoenix Suns,89,,16779,,2016,2016-01-21
1956,7:00p,Charlotte Hornets,120,Orlando Magic,116,OT,18083,,2016,2016-01-22
1957,7:30p,Chicago Bulls,101,Boston Celtics,110,,18624,,2016,2016-01-22
1958,7:30p,Utah Jazz,108,Brooklyn Nets,86,,12809,,2016,2016-01-22
1959,7:30p,Los Angeles Clippers,116,New York Knicks,88,,19812,,2016,2016-01-22
1960,8:00p,Milwaukee Bucks,98,Houston Rockets,102,,17196,,2016,2016-01-22
1961,8:00p,Miami Heat,81,Toronto Raptors,101,,19800,,2016,2016-01-22
1962,8:30p,Oklahoma City Thunder,109,Dallas Mavericks,106,,20284,,2016,2016-01-22
1963,10:30p,Indiana Pacers,110,Golden State Warriors,122,,19596,,2016,2016-01-22
1964,10:30p,San Antonio Spurs,108,Los Angeles Lakers,95,,18997,,2016,2016-01-22
1965,7:00p,New York Knicks,84,Charlotte Hornets,97,,17768,,2016,2016-01-23
1966,7:00p,Milwaukee Bucks,99,New Orleans Pelicans,116,,16980,,2016,2016-01-23
1967,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,106,,15608,,2016,2016-01-23
1968,8:30p,Chicago Bulls,96,Cleveland Cavaliers,83,,20562,,2016,2016-01-23
1969,9:00p,Atlanta Hawks,95,Phoenix Suns,98,,17034,,2016,2016-01-23
1970,9:30p,Detroit Pistons,101,Denver Nuggets,104,,14646,,2016,2016-01-23
1971,10:30p,Los Angeles Lakers,103,Portland Trail Blazers,121,,19728,,2016,2016-01-23
1972,10:30p,Indiana Pacers,97,Sacramento Kings,108,,17419,,2016,2016-01-23
1973,3:30p,Dallas Mavericks,104,Houston Rockets,115,,18142,,2016,2016-01-24
1974,6:00p,Los Angeles Clippers,94,Toronto Raptors,112,,19800,,2016,2016-01-24
1975,7:00p,Boston Celtics,112,Philadelphia 76ers,92,,9722,,2016,2016-01-24
1976,7:30p,Oklahoma City Thunder,106,Brooklyn Nets,116,,16019,,2016,2016-01-24
1977,7:00p,Minnesota Timberwolves,107,Cleveland Cavaliers,114,,20562,,2016,2016-01-25
1978,7:00p,Boston Celtics,116,Washington Wizards,91,,11753,,2016,2016-01-25
1979,8:00p,Miami Heat,89,Chicago Bulls,84,,21720,,2016,2016-01-25
1980,8:00p,Orlando Magic,102,Memphis Grizzlies,108,OT,15779,,2016,2016-01-25
1981,8:00p,Houston Rockets,112,New Orleans Pelicans,111,,15688,,2016,2016-01-25
1982,9:00p,Atlanta Hawks,119,Denver Nuggets,105,,10280,,2016,2016-01-25
1983,9:00p,Detroit Pistons,95,Utah Jazz,92,,18783,,2016,2016-01-25
1984,10:00p,Charlotte Hornets,129,Sacramento Kings,128,2OT,16991,,2016,2016-01-25
1985,10:30p,San Antonio Spurs,90,Golden State Warriors,120,,19596,,2016,2016-01-25
1986,7:00p,Los Angeles Clippers,91,Indiana Pacers,89,,15448,,2016,2016-01-26
1987,7:00p,Phoenix Suns,103,Philadelphia 76ers,113,,10851,,2016,2016-01-26
1988,7:30p,Miami Heat,102,Brooklyn Nets,98,,15267,,2016,2016-01-26
1989,7:30p,Oklahoma City Thunder,128,New York Knicks,122,OT,19812,,2016,2016-01-26
1990,7:30p,Washington Wizards,89,Toronto Raptors,106,,19800,,2016,2016-01-26
1991,8:00p,Orlando Magic,100,Milwaukee Bucks,107,,11884,,2016,2016-01-26
1992,10:00p,Sacramento Kings,97,Portland Trail Blazers,112,,19393,,2016,2016-01-26
1993,10:30p,Dallas Mavericks,92,Los Angeles Lakers,90,,18997,,2016,2016-01-26
1994,7:00p,Phoenix Suns,93,Cleveland Cavaliers,115,,20562,,2016,2016-01-27
1995,7:30p,Denver Nuggets,103,Boston Celtics,111,,18108,,2016,2016-01-27
1996,7:30p,Philadelphia 76ers,97,Detroit Pistons,110,,13712,,2016,2016-01-27
1997,8:00p,Los Angeles Clippers,85,Atlanta Hawks,83,,17664,,2016,2016-01-27
1998,8:00p,Oklahoma City Thunder,126,Minnesota Timberwolves,123,,13337,,2016,2016-01-27
1999,8:00p,Houston Rockets,99,San Antonio Spurs,130,,18418,,2016,2016-01-27
2000,9:00p,Charlotte Hornets,73,Utah Jazz,102,,16683,,2016,2016-01-27
2001,10:30p,Dallas Mavericks,107,Golden State Warriors,127,,19596,,2016,2016-01-27
2002,7:00p,Atlanta Hawks,92,Indiana Pacers,111,,15196,,2016,2016-01-28
2003,7:00p,Denver Nuggets,117,Washington Wizards,113,,15146,,2016,2016-01-28
2004,8:00p,Milwaukee Bucks,83,Memphis Grizzlies,103,,15244,,2016,2016-01-28
2005,8:00p,Sacramento Kings,105,New Orleans Pelicans,114,,15636,,2016,2016-01-28
2006,8:00p,New York Knicks,93,Toronto Raptors,103,,19800,,2016,2016-01-28
2007,10:30p,Chicago Bulls,114,Los Angeles Lakers,91,,18997,,2016,2016-01-28
2008,7:30p,Orlando Magic,94,Boston Celtics,113,,17729,,2016,2016-01-29
2009,7:30p,Cleveland Cavaliers,114,Detroit Pistons,106,,21012,,2016,2016-01-29
2010,7:30p,Phoenix Suns,84,New York Knicks,102,,19812,,2016,2016-01-29
2011,8:00p,Miami Heat,107,Milwaukee Bucks,103,,17846,,2016,2016-01-29
2012,8:00p,Houston Rockets,108,Oklahoma City Thunder,116,,18203,,2016,2016-01-29
2013,8:30p,Brooklyn Nets,79,Dallas Mavericks,91,,20409,,2016,2016-01-29
2014,9:00p,Minnesota Timberwolves,90,Utah Jazz,103,,18850,,2016,2016-01-29
2015,10:00p,Charlotte Hornets,91,Portland Trail Blazers,109,,19393,,2016,2016-01-29
2016,10:30p,Los Angeles Lakers,93,Los Angeles Clippers,105,,19495,,2016,2016-01-29
2017,5:00p,Golden State Warriors,108,Philadelphia 76ers,105,,20798,,2016,2016-01-30
2018,6:30p,Detroit Pistons,107,Toronto Raptors,111,,19800,,2016,2016-01-30
2019,7:00p,Denver Nuggets,105,Indiana Pacers,109,OT,18165,,2016,2016-01-30
2020,7:00p,Brooklyn Nets,103,New Orleans Pelicans,105,,18037,,2016,2016-01-30
2021,8:00p,Washington Wizards,123,Houston Rockets,122,,18320,,2016,2016-01-30
2022,8:00p,Sacramento Kings,117,Memphis Grizzlies,121,,18119,,2016,2016-01-30
2023,8:30p,San Antonio Spurs,103,Cleveland Cavaliers,117,,20562,,2016,2016-01-30
2024,3:30p,Chicago Bulls,93,Los Angeles Clippers,120,,19325,,2016,2016-01-31
2025,6:00p,Atlanta Hawks,87,Miami Heat,105,,19937,,2016,2016-01-31
2026,6:00p,Boston Celtics,114,Orlando Magic,119,,18846,,2016,2016-01-31
2027,7:00p,Phoenix Suns,78,Dallas Mavericks,91,,20137,,2016,2016-01-31
2028,7:30p,Golden State Warriors,116,New York Knicks,95,,19812,,2016,2016-01-31
2029,9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,96,,19393,,2016,2016-01-31
2030,9:30p,Charlotte Hornets,101,Los Angeles Lakers,82,,18997,,2016,2016-01-31
2031,7:00p,Cleveland Cavaliers,111,Indiana Pacers,106,OT,17283,,2016,2016-02-01
2032,7:30p,Detroit Pistons,105,Brooklyn Nets,100,,13290,,2016,2016-02-01
2033,8:00p,Dallas Mavericks,97,Atlanta Hawks,112,,15455,,2016,2016-02-01
2034,8:00p,Memphis Grizzlies,110,New Orleans Pelicans,95,,15210,,2016,2016-02-01
